id_batalla,id_temporada,id_arena
2895,T8,54000003
2896,T9,54000004
2897,T10,54000005
2898,T1,54000006
2899,T2,54000007
2900,T3,54000008
2901,T4,54000009
2902,T5,54000010
2903,T6,54000011
2904,T7,54000012
2905,T8,54000013
2906,T9,54000014
2907,T10,54000015
2908,T1,54000016
2909,T2,54000017
2910,T3,54000018
2911,T4,54000019
2912,T5,54000020
2913,T6,54000021
2914,T7,54000022
2915,T8,54000023
2916,T9,54000024
2917,T10,54000025
2918,T1,54000026
2919,T2,54000027
2920,T3,54000028
2921,T4,54000029
2922,T5,54000030
2923,T6,54000031
2924,T7,54000032
2925,T8,54000033
2926,T9,54000034
2927,T10,54000035
2928,T1,54000036
2929,T2,54000037
2930,T3,54000038
2931,T4,54000039
2932,T5,54000040
2933,T6,54000041
2934,T7,54000042
2935,T8,54000043
2936,T9,54000044
2937,T10,54000045
2938,T1,54000046
2939,T2,54000047
2940,T3,54000048
2941,T4,54000049
2942,T5,54000050
2943,T6,54000051
2944,T7,54000052
2945,T8,54000053
2946,T9,54000054
2947,T10,54000055
2948,T1,54000056
2949,T2,54000057
2950,T3,54000058
2951,T4,54000000
2952,T5,54000001
2953,T6,54000002
2954,T7,54000003
2955,T8,54000004
2956,T9,54000005
2957,T10,54000006
2958,T1,54000007
2959,T2,54000008
2960,T3,54000009
2961,T4,54000010
2962,T5,54000011
2963,T6,54000012
2964,T7,54000013
2965,T8,54000014
2966,T9,54000015
2967,T10,54000016
2968,T1,54000017
2969,T2,54000018
2970,T3,54000019
2971,T4,54000020
2972,T5,54000021
2973,T6,54000022
2974,T7,54000023
2975,T8,54000024
2976,T9,54000025
2977,T10,54000026
2978,T1,54000027
2979,T2,54000028
2980,T3,54000029
2981,T4,54000030
2982,T5,54000031
2983,T6,54000032
2984,T7,54000033
2985,T8,54000034
2986,T9,54000035
2987,T10,54000036
2988,T1,54000037
2989,T2,54000038
2990,T3,54000039
2991,T4,54000040
2992,T5,54000041
2993,T6,54000042
2994,T7,54000043
2995,T8,54000044
2996,T9,54000045
2997,T10,54000046
2998,T1,54000047
2999,T2,54000048
3000,T3,54000049
3001,T4,54000050
3002,T5,54000051
3003,T6,54000052
3004,T7,54000053
3005,T8,54000054
3006,T9,54000055
3007,T10,54000056
3008,T1,54000057
3009,T2,54000058
3010,T3,54000000
3011,T4,54000001
3012,T5,54000002
3013,T6,54000003
3014,T7,54000004
3015,T1,54000005
3016,T2,54000006
3017,T3,54000007
3018,T4,54000008
3019,T5,54000009
3020,T6,54000010
3021,T7,54000011
3022,T8,54000012
3023,T9,54000013
3024,T10,54000014
3025,T1,54000015
3026,T2,54000016
3027,T3,54000017
3028,T4,54000018
3029,T5,54000019
3030,T6,54000020
3031,T7,54000021
3032,T8,54000022
3033,T9,54000023
3034,T10,54000024
3035,T1,54000025
3036,T2,54000026
3037,T3,54000027
3038,T4,54000028
3039,T5,54000029
3040,T6,54000030
3041,T7,54000031
3042,T8,54000032
3043,T9,54000033
3044,T10,54000034
3045,T1,54000035
3046,T2,54000036
3047,T3,54000037
3048,T4,54000038
3049,T5,54000039
3050,T6,54000040
3051,T7,54000041
3052,T8,54000042
3053,T9,54000043
3054,T10,54000044
3055,T1,54000045
3056,T2,54000046
3057,T3,54000047
3058,T4,54000048
3059,T5,54000049
3060,T6,54000050
3061,T7,54000051
3062,T8,54000052
3063,T9,54000053
3064,T10,54000054
3065,T1,54000055
3066,T2,54000056
3067,T3,54000057
3068,T4,54000058
3069,T5,54000000
3070,T6,54000001
3071,T7,54000002
3072,T8,54000003
3073,T9,54000004
3074,T10,54000005
3075,T1,54000006
3076,T2,54000007
3077,T3,54000008
3078,T4,54000009
3079,T5,54000010
3080,T6,54000011
3081,T7,54000012
3082,T8,54000013
3083,T9,54000014
3084,T10,54000015
3085,T1,54000016
3086,T2,54000017
3087,T3,54000018
3088,T4,54000019
3089,T5,54000020
3090,T6,54000021
3091,T7,54000022
3092,T8,54000023
3093,T9,54000024
3094,T10,54000025
3095,T1,54000026
3096,T2,54000027
3097,T3,54000028
3098,T4,54000029
3099,T5,54000030
3100,T6,54000031
3101,T7,54000032
3102,T8,54000033
3103,T9,54000034
3104,T10,54000035
3105,T1,54000036
3106,T2,54000037
3107,T3,54000038
3108,T4,54000039
3109,T5,54000040
3110,T6,54000041
3111,T7,54000042
3112,T8,54000043
3113,T9,54000044
3114,T10,54000045
3115,T1,54000046
3116,T2,54000047
3117,T3,54000048
3118,T4,54000049
3119,T5,54000050
3120,T6,54000051
3121,T7,54000052
3122,T8,54000053
3123,T9,54000054
3124,T10,54000055
3125,T1,54000056
3126,T2,54000057
3127,T3,54000058
3128,T4,54000000
3129,T5,54000001
3130,T6,54000002
3131,T7,54000003
3132,T8,54000004
3133,T9,54000005
3134,T10,54000006
3135,T1,54000007
3136,T2,54000008
3137,T3,54000009
3138,T4,54000010
3139,T5,54000011
3140,T6,54000012
3141,T7,54000013
3142,T8,54000014
3143,T9,54000015
3144,T10,54000016
3145,T1,54000017
3146,T2,54000018
3147,T3,54000019
3148,T4,54000020
3149,T5,54000021
3150,T6,54000022
3151,T7,54000023
3152,T1,54000024
3153,T2,54000025
3154,T3,54000026
3155,T4,54000027
3156,T5,54000028
3157,T6,54000029
3158,T7,54000030
3159,T8,54000031
3160,T9,54000032
3161,T10,54000033
3162,T1,54000034
3163,T2,54000035
3164,T3,54000036
3165,T4,54000037
3166,T5,54000038
3167,T6,54000039
3168,T7,54000040
3169,T8,54000041
3170,T9,54000042
3171,T10,54000043
3172,T1,54000044
3173,T2,54000045
3174,T3,54000046
3175,T4,54000047
3176,T5,54000048
3177,T6,54000049
3178,T7,54000050
3179,T8,54000051
3180,T9,54000052
3181,T10,54000053
3182,T1,54000054
3183,T2,54000055
3184,T3,54000056
3185,T4,54000057
3186,T5,54000058
3187,T6,54000000
3188,T7,54000001
3189,T8,54000002
3190,T9,54000003
3191,T10,54000004
3192,T1,54000005
3193,T2,54000006
3194,T3,54000007
3195,T4,54000008
3196,T5,54000009
3197,T6,54000010
3198,T7,54000011
3199,T8,54000012
3200,T9,54000013
3201,T10,54000014
3202,T1,54000015
3203,T2,54000016
3204,T3,54000017
3205,T4,54000018
3206,T5,54000019
3207,T6,54000020
3208,T7,54000021
3209,T8,54000022
3210,T9,54000023
3211,T10,54000024
3212,T1,54000025
3213,T2,54000026
3214,T3,54000027
3215,T4,54000028
3216,T5,54000029
3217,T6,54000030
3218,T7,54000031
3219,T8,54000032
3220,T9,54000033
3221,T10,54000034
3222,T1,54000035
3223,T2,54000036
3224,T3,54000037
3225,T4,54000038
3226,T5,54000039
3227,T6,54000040
3228,T7,54000041
3229,T8,54000042
3230,T9,54000043
3231,T10,54000044
3232,T1,54000045
3233,T2,54000046
3234,T3,54000047
3235,T4,54000048
3236,T5,54000049
3237,T6,54000050
3238,T7,54000051
3239,T8,54000052
3240,T9,54000053
3241,T10,54000054
3242,T1,54000055
3243,T2,54000056
3244,T3,54000057
3245,T4,54000058
3246,T5,54000000
3247,T6,54000001
3248,T7,54000002
3249,T8,54000003
3250,T9,54000004
3251,T10,54000005
3252,T1,54000006
3253,T2,54000007
3254,T3,54000008
3255,T4,54000009
3256,T5,54000010
3257,T6,54000011
3258,T7,54000012
3259,T8,54000013
3260,T9,54000014
3261,T10,54000015
3262,T1,54000016
3263,T2,54000017
3264,T3,54000018
3265,T4,54000019
3266,T5,54000020
3267,T6,54000021
3268,T7,54000022
3269,T8,54000023
3270,T9,54000024
3271,T10,54000025
3272,T1,54000026
3273,T2,54000027
3274,T3,54000028
3275,T4,54000029
3276,T5,54000030
3277,T6,54000031
3278,T7,54000032
3279,T8,54000033
3280,T9,54000034
3281,T10,54000035
3282,T1,54000036
3283,T2,54000037
3284,T3,54000038
3285,T4,54000039
3286,T5,54000040
3287,T6,54000041
3288,T7,54000042
3289,T1,54000043
3290,T2,54000044
3291,T3,54000045
3292,T4,54000046
3293,T5,54000047
3294,T6,54000048
3295,T7,54000049
3296,T8,54000050
3297,T9,54000051
3298,T10,54000052
3299,T1,54000053
3300,T2,54000054
3301,T3,54000055
3302,T4,54000056
3303,T5,54000057
3304,T6,54000058
3305,T7,54000000
3306,T8,54000001
3307,T9,54000002
3308,T10,54000003
3309,T1,54000004
3310,T2,54000005
3311,T3,54000006
3312,T4,54000007
3313,T5,54000008
3314,T6,54000009
3315,T7,54000010
3316,T8,54000011
3317,T9,54000012
3318,T10,54000013
3319,T1,54000014
3320,T2,54000015
3321,T3,54000016
3322,T4,54000017
3323,T5,54000018
3324,T6,54000019
3325,T7,54000020
3326,T8,54000021
3327,T9,54000022
3328,T10,54000023
3329,T1,54000024
3330,T2,54000025
3331,T3,54000026
3332,T4,54000027
3333,T5,54000028
3334,T6,54000029
3335,T7,54000030
3336,T8,54000031
3337,T9,54000032
3338,T10,54000033
3339,T1,54000034
3340,T2,54000035
3341,T3,54000036
3342,T4,54000037
3343,T5,54000038
3344,T6,54000039
3345,T7,54000040
3346,T8,54000041
3347,T9,54000042
3348,T10,54000043
3349,T1,54000044
3350,T2,54000045
3351,T3,54000046
3352,T4,54000047
3353,T5,54000048
3354,T6,54000049
3355,T7,54000050
3356,T8,54000051
3357,T9,54000052
3358,T10,54000053
3359,T1,54000054
3360,T2,54000055
3361,T3,54000056
3362,T4,54000057
3363,T5,54000058
3364,T6,54000000
3365,T7,54000001
3366,T8,54000002
3367,T9,54000003
3368,T10,54000004
3369,T1,54000005
3370,T2,54000006
3371,T3,54000007
3372,T4,54000008
3373,T5,54000009
3374,T6,54000010
3375,T7,54000011
3376,T8,54000012
3377,T9,54000013
3378,T10,54000014
3379,T1,54000015
3380,T2,54000016
3381,T3,54000017
3382,T4,54000018
3383,T5,54000019
3384,T6,54000020
3385,T7,54000021
3386,T8,54000022
3387,T9,54000023
3388,T10,54000024
3389,T1,54000025
3390,T2,54000026
3391,T3,54000027
3392,T4,54000028
3393,T5,54000029
3394,T6,54000030
3395,T7,54000031
3396,T8,54000032
3397,T9,54000033
3398,T10,54000034
3399,T1,54000035
3400,T2,54000036
3401,T3,54000037
3402,T4,54000038
3403,T5,54000039
3404,T6,54000040
3405,T7,54000041
3406,T8,54000042
3407,T9,54000043
3408,T10,54000044
3409,T1,54000045
3410,T2,54000046
3411,T3,54000047
3412,T4,54000048
3413,T5,54000049
3414,T6,54000050
3415,T7,54000051
3416,T8,54000052
3417,T9,54000053
3418,T10,54000054
3419,T1,54000055
3420,T2,54000056
3421,T3,54000057
3422,T4,54000058
3423,T5,54000000
3424,T6,54000001
3425,T7,54000002
3426,T1,54000003
3427,T2,54000004
3428,T3,54000005
3429,T4,54000006
3430,T5,54000007
3431,T6,54000008
3432,T7,54000009
3433,T8,54000010
3434,T9,54000011
3435,T10,54000012
3436,T1,54000013
3437,T2,54000014
3438,T3,54000015
3439,T4,54000016
3440,T5,54000017
3441,T6,54000018
3442,T7,54000019
3443,T8,54000020
3444,T9,54000021
3445,T10,54000022
3446,T1,54000023
3447,T2,54000024
3448,T3,54000025
3449,T4,54000026
3450,T5,54000027
3451,T6,54000028
3452,T7,54000029
3453,T8,54000030
3454,T9,54000031
3455,T10,54000032
3456,T1,54000033
3457,T2,54000034
3458,T3,54000035
3459,T4,54000036
3460,T5,54000037
3461,T6,54000038
3462,T7,54000039
3463,T8,54000040
3464,T9,54000041
3465,T10,54000042
3466,T1,54000043
3467,T2,54000044
3468,T3,54000045
3469,T4,54000046
3470,T5,54000047
3471,T6,54000048
3472,T7,54000049
3473,T8,54000050
3474,T9,54000051
3475,T10,54000052
3476,T1,54000053
3477,T2,54000054
3478,T3,54000055
3479,T4,54000056
3480,T5,54000057
3481,T6,54000058
3482,T7,54000000
3483,T8,54000001
3484,T9,54000002
3485,T10,54000003
3486,T1,54000004
3487,T2,54000005
3488,T3,54000006
3489,T4,54000007
3490,T5,54000008
3491,T6,54000009
3492,T7,54000010
3493,T8,54000011
3494,T9,54000012
3495,T10,54000013
3496,T1,54000014
3497,T2,54000015
3498,T3,54000016
3499,T4,54000017
3500,T5,54000018
3501,T6,54000019
3502,T7,54000020
3503,T8,54000021
3504,T9,54000022
3505,T10,54000023
3506,T1,54000024
3507,T2,54000025
3508,T3,54000026
3509,T4,54000027
3510,T5,54000028
3511,T6,54000029
3512,T7,54000030
3513,T8,54000031
3514,T9,54000032
3515,T10,54000033
3516,T1,54000034
3517,T2,54000035
3518,T3,54000036
3519,T4,54000037
3520,T5,54000038
3521,T6,54000039
3522,T7,54000040
3523,T8,54000041
3524,T9,54000042
3525,T10,54000043
3526,T1,54000044
3527,T2,54000045
3528,T3,54000046
3529,T4,54000047
3530,T5,54000048
3531,T6,54000049
3532,T7,54000050
3533,T8,54000051
3534,T9,54000052
3535,T10,54000053
3536,T1,54000054
3537,T2,54000055
3538,T3,54000056
3539,T4,54000057
3540,T5,54000058
3541,T6,54000000
3542,T7,54000001
3543,T8,54000002
3544,T9,54000003
3545,T10,54000004
3546,T1,54000005
3547,T2,54000006
3548,T3,54000007
3549,T4,54000008
3550,T5,54000009
3551,T6,54000010
3552,T7,54000011
3553,T8,54000012
3554,T9,54000013
3555,T10,54000014
3556,T1,54000015
3557,T2,54000016
3558,T3,54000017
3559,T4,54000018
3560,T5,54000019
3561,T6,54000020
3562,T7,54000021
3563,T1,54000022
3564,T2,54000023
3565,T3,54000024
3566,T4,54000025
3567,T5,54000026
3568,T6,54000027
3569,T7,54000028
3570,T8,54000029
3571,T9,54000030
3572,T10,54000031
3573,T1,54000032
3574,T2,54000033
3575,T3,54000034
3576,T4,54000035
3577,T5,54000036
3578,T6,54000037
3579,T7,54000038
3580,T8,54000039
3581,T9,54000040
3582,T10,54000041
3583,T1,54000042
3584,T2,54000043
3585,T3,54000044
3586,T4,54000045
3587,T5,54000046
3588,T6,54000047
3589,T7,54000048
3590,T8,54000049
3591,T9,54000050
3592,T10,54000051
3593,T1,54000052
3594,T2,54000053
3595,T3,54000054
3596,T4,54000055
3597,T5,54000056
3598,T6,54000057
3599,T7,54000058
3600,T8,54000000
3601,T9,54000001
3602,T10,54000002
3603,T1,54000003
3604,T2,54000004
3605,T3,54000005
3606,T4,54000006
3607,T5,54000007
3608,T6,54000008
3609,T7,54000009
3610,T8,54000010
3611,T9,54000011
3612,T10,54000012
3613,T1,54000013
3614,T2,54000014
3615,T3,54000015
3616,T4,54000016
3617,T5,54000017
3618,T6,54000018
3619,T7,54000019
3620,T8,54000020
3621,T9,54000021
3622,T10,54000022
3623,T1,54000023
3624,T2,54000024
3625,T3,54000025
3626,T4,54000026
3627,T5,54000027
3628,T6,54000028
3629,T7,54000029
3630,T8,54000030
3631,T9,54000031
3632,T10,54000032
3633,T1,54000033
3634,T2,54000034
3635,T3,54000035
3636,T4,54000036
3637,T5,54000037
3638,T6,54000038
3639,T7,54000039
3640,T8,54000040
3641,T9,54000041
3642,T10,54000042
3643,T1,54000043
3644,T2,54000044
3645,T3,54000045
3646,T4,54000046
3647,T5,54000047
3648,T6,54000048
3649,T7,54000049
3650,T8,54000050
3651,T9,54000051
3652,T10,54000052
3653,T1,54000053
3654,T2,54000054
3655,T3,54000055
3656,T4,54000056
3657,T5,54000057
3658,T6,54000058
3659,T7,54000000
3660,T8,54000001
3661,T9,54000002
3662,T10,54000003
3663,T1,54000004
3664,T2,54000005
3665,T3,54000006
3666,T4,54000007
3667,T5,54000008
3668,T6,54000009
3669,T7,54000010
3670,T8,54000011
3671,T9,54000012
3672,T10,54000013
3673,T1,54000014
3674,T2,54000015
3675,T3,54000016
3676,T4,54000017
3677,T5,54000018
3678,T6,54000019
3679,T7,54000020
3680,T8,54000021
3681,T9,54000022
3682,T10,54000023
3683,T1,54000024
3684,T2,54000025
3685,T3,54000026
3686,T4,54000027
3687,T5,54000028
3688,T6,54000029
3689,T7,54000030
3690,T8,54000031
3691,T9,54000032
3692,T10,54000033
3693,T1,54000034
3694,T2,54000035
3695,T3,54000036
3696,T4,54000037
3697,T5,54000038
3698,T6,54000039
3699,T7,54000040
3700,T1,54000041
3701,T2,54000042
3702,T3,54000043
3703,T4,54000044
3704,T5,54000045
3705,T6,54000046
3706,T7,54000047
3707,T8,54000048
3708,T9,54000049
3709,T10,54000050
3710,T1,54000051
3711,T2,54000052
3712,T3,54000053
3713,T4,54000054
3714,T5,54000055
3715,T6,54000056
3716,T7,54000057
3717,T8,54000058
3718,T9,54000000
3719,T10,54000001
3720,T1,54000002
3721,T2,54000003
3722,T3,54000004
3723,T4,54000005
3724,T5,54000006
3725,T6,54000007
3726,T7,54000008
3727,T8,54000009
3728,T9,54000010
3729,T10,54000011
3730,T1,54000012
3731,T2,54000013
3732,T3,54000014
3733,T4,54000015
3734,T5,54000016
3735,T6,54000017
3736,T7,54000018
3737,T8,54000019
3738,T9,54000020
3739,T10,54000021
3740,T1,54000022
3741,T2,54000023
3742,T3,54000024
3743,T4,54000025
3744,T5,54000026
3745,T6,54000027
3746,T7,54000028
3747,T8,54000029
3748,T9,54000030
3749,T10,54000031
3750,T1,54000032
3751,T2,54000033
3752,T3,54000034
3753,T4,54000035
3754,T5,54000036
3755,T6,54000037
3756,T7,54000038
3757,T8,54000039
3758,T9,54000040
3759,T10,54000041
3760,T1,54000042
3761,T2,54000043
3762,T3,54000044
3763,T4,54000045
3764,T5,54000046
3765,T6,54000047
3766,T7,54000048
3767,T8,54000049
3768,T9,54000050
3769,T10,54000051
3770,T1,54000052
3771,T2,54000053
3772,T3,54000054
3773,T4,54000055
3774,T5,54000056
3775,T6,54000057
3776,T7,54000058
3777,T8,54000000
3778,T9,54000001
3779,T10,54000002
3780,T1,54000003
3781,T2,54000004
3782,T3,54000005
3783,T4,54000006
3784,T5,54000007
3785,T6,54000008
3786,T7,54000009
3787,T8,54000010
3788,T9,54000011
3789,T10,54000012
3790,T1,54000013
3791,T2,54000014
3792,T3,54000015
3793,T4,54000016
3794,T5,54000017
3795,T6,54000018
3796,T7,54000019
3797,T8,54000020
3798,T9,54000021
3799,T10,54000022
3800,T1,54000023
3801,T2,54000024
3802,T3,54000025
3803,T4,54000026
3804,T5,54000027
3805,T6,54000028
3806,T7,54000029
3807,T8,54000030
3808,T9,54000031
3809,T10,54000032
3810,T1,54000033
3811,T2,54000034
3812,T3,54000035
3813,T4,54000036
3814,T5,54000037
3815,T6,54000038
3816,T7,54000039
3817,T8,54000040
3818,T9,54000041
3819,T10,54000042
3820,T1,54000043
3821,T2,54000044
3822,T3,54000045
3823,T4,54000046
3824,T5,54000047
3825,T6,54000048
3826,T7,54000049
3827,T8,54000050
3828,T9,54000051
3829,T10,54000052
3830,T1,54000053
3831,T2,54000054
3832,T3,54000055
3833,T4,54000056
3834,T5,54000057
3835,T6,54000058
3836,T7,54000000
3837,T1,54000001
3838,T2,54000002
3839,T3,54000003
3840,T4,54000004
3841,T5,54000005
3842,T6,54000006
3843,T7,54000007
3844,T8,54000008
3845,T9,54000009
3846,T10,54000010
3847,T1,54000011
3848,T2,54000012
3849,T3,54000013
3850,T4,54000014
3851,T5,54000015
3852,T6,54000016
3853,T7,54000017
3854,T8,54000018
3855,T9,54000019
3856,T10,54000020
3857,T1,54000021
3858,T2,54000022
3859,T3,54000023
3860,T4,54000024
3861,T5,54000025
3862,T6,54000026
3863,T7,54000027
3864,T8,54000028
3865,T9,54000029
3866,T10,54000030
3867,T1,54000031
3868,T2,54000032
3869,T3,54000033
3870,T4,54000034
3871,T5,54000035
3872,T6,54000036
3873,T7,54000037
3874,T8,54000038
3875,T9,54000039
3876,T10,54000040
3877,T1,54000041
3878,T2,54000042
3879,T3,54000043
3880,T4,54000044
3881,T5,54000045
3882,T6,54000046
3883,T7,54000047
3884,T8,54000048
3885,T9,54000049
3886,T10,54000050
3887,T1,54000051
3888,T2,54000052
3889,T3,54000053
3890,T4,54000054
3891,T5,54000055
3892,T6,54000056
3893,T7,54000057
3894,T8,54000058
3895,T9,54000000
3896,T10,54000001
3897,T1,54000002
3898,T2,54000003
3899,T3,54000004
3900,T4,54000005
3901,T5,54000006
3902,T6,54000007
3903,T7,54000008
3904,T8,54000009
3905,T9,54000010
3906,T10,54000011
3907,T1,54000012
3908,T2,54000013
3909,T3,54000014
3910,T4,54000015
3911,T5,54000016
3912,T6,54000017
3913,T7,54000018
3914,T8,54000019
3915,T9,54000020
3916,T10,54000021
3917,T1,54000022
3918,T2,54000023
3919,T3,54000024
3920,T4,54000025
3921,T5,54000026
3922,T6,54000027
3923,T7,54000028
3924,T8,54000029
3925,T9,54000030
3926,T10,54000031
3927,T1,54000032
3928,T2,54000033
3929,T3,54000034
3930,T4,54000035
3931,T5,54000036
3932,T6,54000037
3933,T7,54000038
3934,T8,54000039
3935,T9,54000040
3936,T10,54000041
3937,T1,54000042
3938,T2,54000043
3939,T3,54000044
3940,T4,54000045
3941,T5,54000046
3942,T6,54000047
3943,T7,54000048
3944,T8,54000049
3945,T9,54000050
3946,T10,54000051
3947,T1,54000052
3948,T2,54000053
3949,T3,54000054
3950,T4,54000055
3951,T5,54000056
3952,T6,54000057
3953,T7,54000058
3954,T8,54000000
3955,T9,54000001
3956,T10,54000002
3957,T1,54000003
3958,T2,54000004
3959,T3,54000005
3960,T4,54000006
3961,T5,54000007
3962,T6,54000008
3963,T7,54000009
3964,T8,54000010
3965,T9,54000011
3966,T10,54000012
3967,T1,54000013
3968,T2,54000014
3969,T3,54000015
3970,T4,54000016
3971,T5,54000017
3972,T6,54000018
3973,T7,54000019
3974,T1,54000020
3975,T2,54000021
3976,T3,54000022
3977,T4,54000023
3978,T5,54000024
3979,T6,54000025
3980,T7,54000026
3981,T8,54000027
3982,T9,54000028
3983,T10,54000029
3984,T1,54000030
3985,T2,54000031
3986,T3,54000032
3987,T4,54000033
3988,T5,54000034
3989,T6,54000035
3990,T7,54000036
3991,T8,54000037
3992,T9,54000038
3993,T10,54000039
3994,T1,54000040
3995,T2,54000041
3996,T3,54000042
3997,T4,54000043
3998,T5,54000044
3999,T6,54000045
4000,T7,54000046
4001,T8,54000047
4002,T9,54000048
4003,T10,54000049
4004,T1,54000050
4005,T2,54000051
4006,T3,54000052
4007,T4,54000053
4008,T5,54000054
4009,T6,54000055
4010,T7,54000056
4011,T8,54000057
4012,T9,54000058
4013,T10,54000000
4014,T1,54000001
4015,T2,54000002
4016,T3,54000003
4017,T4,54000004
4018,T5,54000005
4019,T6,54000006
4020,T7,54000007
4021,T8,54000008
4022,T9,54000009
4023,T10,54000010
4024,T1,54000011
4025,T2,54000012
4026,T3,54000013
4027,T4,54000014
4028,T5,54000015
4029,T6,54000016
4030,T7,54000017
4031,T8,54000018
4032,T9,54000019
4033,T10,54000020
4034,T1,54000021
4035,T2,54000022
4036,T3,54000023
4037,T4,54000024
4038,T5,54000025
4039,T6,54000026
4040,T7,54000027
4041,T8,54000028
4042,T9,54000029
4043,T10,54000030
4044,T1,54000031
4045,T2,54000032
4046,T3,54000033
4047,T4,54000034
4048,T5,54000035
4049,T6,54000036
4050,T7,54000037
4051,T8,54000038
4052,T9,54000039
4053,T10,54000040
4054,T1,54000041
4055,T2,54000042
4056,T3,54000043
4057,T4,54000044
4058,T5,54000045
4059,T6,54000046
4060,T7,54000047
4061,T8,54000048
4062,T9,54000049
4063,T10,54000050
4064,T1,54000051
4065,T2,54000052
4066,T3,54000053
4067,T4,54000054
4068,T5,54000055
4069,T6,54000056
4070,T7,54000057
4071,T8,54000058
4072,T9,54000000
4073,T10,54000001
4074,T1,54000002
4075,T2,54000003
4076,T3,54000004
4077,T4,54000005
4078,T5,54000006
4079,T6,54000007
4080,T7,54000008
4081,T8,54000009
4082,T9,54000010
4083,T10,54000011
4084,T1,54000012
4085,T2,54000013
4086,T3,54000014
4087,T4,54000015
4088,T5,54000016
4089,T6,54000017
4090,T7,54000018
4091,T8,54000019
4092,T9,54000020
4093,T10,54000021
4094,T1,54000022
4095,T2,54000023
4096,T3,54000024
4097,T4,54000025
4098,T5,54000026
4099,T6,54000027
4100,T7,54000028
4101,T8,54000029
4102,T9,54000030
4103,T10,54000031
4104,T1,54000032
4105,T2,54000033
4106,T3,54000034
4107,T4,54000035
4108,T5,54000036
4109,T6,54000037
4110,T7,54000038
4111,T1,54000039
4112,T2,54000040
4113,T3,54000041
4114,T4,54000042
4115,T5,54000043
4116,T6,54000044
4117,T7,54000045
4118,T8,54000046
4119,T9,54000047
4120,T10,54000048
4121,T1,54000049
4122,T2,54000050
4123,T3,54000051
4124,T4,54000052
4125,T5,54000053
4126,T6,54000054
4127,T7,54000055
4128,T8,54000056
4129,T9,54000057
4130,T10,54000058
4131,T1,54000000
4132,T2,54000001
4133,T3,54000002
4134,T4,54000003
4135,T5,54000004
4136,T6,54000005
4137,T7,54000006
4138,T8,54000007
4139,T9,54000008
4140,T10,54000009
4141,T1,54000010
4142,T2,54000011
4143,T3,54000012
4144,T4,54000013
4145,T5,54000014
4146,T6,54000015
4147,T7,54000016
4148,T8,54000017
4149,T9,54000018
4150,T10,54000019
4151,T1,54000020
4152,T2,54000021
4153,T3,54000022
4154,T4,54000023
4155,T5,54000024
4156,T6,54000025
4157,T7,54000026
4158,T8,54000027
4159,T9,54000028
4160,T10,54000029
4161,T1,54000030
4162,T2,54000031
4163,T3,54000032
4164,T4,54000033
4165,T5,54000034
4166,T6,54000035
4167,T7,54000036
4168,T8,54000037
4169,T9,54000038
4170,T10,54000039
4171,T1,54000040
4172,T2,54000041
4173,T3,54000042
4174,T4,54000043
4175,T5,54000044
4176,T6,54000045
4177,T7,54000046
4178,T8,54000047
4179,T9,54000048
4180,T10,54000049
4181,T1,54000050
4182,T2,54000051
4183,T3,54000052
4184,T4,54000053
4185,T5,54000054
4186,T6,54000055
4187,T7,54000056
4188,T8,54000057
4189,T9,54000058
4190,T10,54000000
4191,T1,54000001
4192,T2,54000002
4193,T3,54000003
4194,T4,54000004
4195,T5,54000005
4196,T6,54000006
4197,T7,54000007
4198,T8,54000008
4199,T9,54000009
4200,T10,54000010
4201,T1,54000011
4202,T2,54000012
4203,T3,54000013
4204,T4,54000014
4205,T5,54000015
4206,T6,54000016
4207,T7,54000017
4208,T8,54000018
4209,T9,54000019
4210,T10,54000020
4211,T1,54000021
4212,T2,54000022
4213,T3,54000023
4214,T4,54000024
4215,T5,54000025
4216,T6,54000026
4217,T7,54000027
4218,T8,54000028
4219,T9,54000029
4220,T10,54000030
4221,T1,54000031
4222,T2,54000032
4223,T3,54000033
4224,T4,54000034
4225,T5,54000035
4226,T6,54000036
4227,T7,54000037
4228,T8,54000038
4229,T9,54000039
4230,T10,54000040
4231,T1,54000041
4232,T2,54000042
4233,T3,54000043
4234,T4,54000044
4235,T5,54000045
4236,T6,54000046
4237,T7,54000047
4238,T8,54000048
4239,T9,54000049
4240,T10,54000050
4241,T1,54000051
4242,T2,54000052
4243,T3,54000053
4244,T4,54000054
4245,T5,54000055
4246,T6,54000056
4247,T7,54000057
4248,T1,54000058
4249,T2,54000000
4250,T3,54000001
4251,T4,54000002
4252,T5,54000003
4253,T6,54000004
4254,T7,54000005
4255,T8,54000006
4256,T9,54000007
4257,T10,54000008
4258,T1,54000009
4259,T2,54000010
4260,T3,54000011
4261,T4,54000012
4262,T5,54000013
4263,T6,54000014
4264,T7,54000015
4265,T8,54000016
4266,T9,54000017
4267,T10,54000018
4268,T1,54000019
4269,T2,54000020
4270,T3,54000021
4271,T4,54000022
4272,T5,54000023
4273,T6,54000024
4274,T7,54000025
4275,T8,54000026
4276,T9,54000027
4277,T10,54000028
4278,T1,54000029
4279,T2,54000030
4280,T3,54000031
4281,T4,54000032
4282,T5,54000033
4283,T6,54000034
4284,T7,54000035
4285,T8,54000036
4286,T9,54000037
4287,T10,54000038
4288,T1,54000039
4289,T2,54000040
4290,T3,54000041
4291,T4,54000042
4292,T5,54000043
